applicable_record_count,bootstrap_ci95_high,bootstrap_ci95_low,bootstrap_draws,cohort,effect_direction,loss_count,median_difference,method,metric,paired_mean_difference,row_type,significance_status,tie_count,win_count
5724,-0.18297214305520987,-0.18909331015504016,10000,active_angle,V8_12P5K_better,119,-0.17513524182868423,V8 Full 12.5K minus V7,weighted_bac_delta,-0.18601848530420412,paired_comparison,SIGNIFICANT_V8_12P5K_better,0,5605
5724,-0.07827554607314739,-0.08106347570852064,10000,active_angle,V8_12P5K_better,106,-0.07894736900925636,V8 Full 12.5K minus V7,bond_delta,-0.07966216776395056,paired_comparison,SIGNIFICANT_V8_12P5K_better,559,5059
5724,-0.007260710971951332,-0.007806619178004004,10000,active_angle,V8_12P5K_better,30,0.0,V8 Full 12.5K minus V7,angle_delta,-0.007534278041906368,paired_comparison,SIGNIFICANT_V8_12P5K_better,3101,2593
5724,-0.007260710971951332,-0.007806619178004004,10000,active_angle,V8_12P5K_better,30,0.0,V8 Full 12.5K minus V7,active_angle_delta,-0.007534278041906368,paired_comparison,SIGNIFICANT_V8_12P5K_better,3101,2593
17,6.377804316691575e-06,-5.728650889710372e-07,10000,active_angle,V8_12P5K_worse,15,1.7772617866285145e-06,V8 Full 12.5K minus V7,clash_delta,2.9262172414318604e-06,paired_comparison,NOT_SIGNIFICANT,0,2
2502,-0.04236230374403971,-0.04672715383898959,10000,active_angle,V8_12P5K_better,47,-0.04545454680919647,V8 Full 12.5K minus V7,ring_delta,-0.044546197020381,paired_comparison,SIGNIFICANT_V8_12P5K_better,996,1459
2241,0.0,0.0,10000,active_angle,tie,0,0.0,V8 Full 12.5K minus V7,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,2241,0
5724,0.003962406457803559,0.003832521112146575,10000,active_angle,V8_12P5K_worse,5639,0.003267628351750318,V8 Full 12.5K minus V7,mean_displacement,0.0038975930899904526,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,85
5724,0.02566820389883231,0.024694179027689014,10000,active_angle,V8_12P5K_worse,5632,0.02036446606507525,V8 Full 12.5K minus V7,max_atom_displacement,0.02518306827751444,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,92
5724,0.0,0.0,10000,active_angle,tie,0,0.0,V8 Full 12.5K minus V7,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,5724,0
5724,0.00019991963708940514,0.00016078075738480558,10000,active_angle,V8_12P5K_worse,3704,0.00013571977615356445,V8 Full 12.5K minus V7,rmsd,0.0001802916967542354,paired_comparison,SIGNIFICANT_V8_12P5K_worse,1,2019
5724,1.4372081942834787e-06,6.910234647048187e-07,10000,active_angle,V8_12P5K_worse,2125,-7.427614718835684e-07,V8 Full 12.5K minus V7,target_loss,1.0585867383754724e-06,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,3599
20,-0.1,-0.7,10000,active_clash,V8_12P5K_worse,10,-0.5,V8 Full 12.5K minus V7,accepted,-0.4,paired_comparison,SIGNIFICANT_V8_12P5K_worse,8,2
20,-0.013430302536774004,-0.10071827553034608,10000,active_clash,V8_12P5K_better,10,-0.015481037202334846,V8 Full 12.5K minus V7,weighted_bac_delta,-0.05517009554532706,paired_comparison,SIGNIFICANT_V8_12P5K_better,0,10
20,0.006430059606209389,-0.026328594270162285,10000,active_clash,V8_12P5K_better,6,0.0,V8 Full 12.5K minus V7,bond_delta,-0.008695416338741779,paired_comparison,NOT_SIGNIFICANT,7,7
17,0.003233709975200541,-0.0035500824999283344,10000,active_clash,V8_12P5K_better,1,0.0,V8 Full 12.5K minus V7,angle_delta,-0.0004350011072614614,paired_comparison,NOT_SIGNIFICANT,13,3
17,0.003233709975200541,-0.0035500824999283344,10000,active_clash,V8_12P5K_better,1,0.0,V8 Full 12.5K minus V7,active_angle_delta,-0.0004350011072614614,paired_comparison,NOT_SIGNIFICANT,13,3
20,5.692011470728173e-06,-3.2220495768342514e-07,10000,active_clash,V8_12P5K_worse,18,1.6618487279629335e-06,V8 Full 12.5K minus V7,clash_delta,2.712813511607237e-06,paired_comparison,NOT_SIGNIFICANT,0,2
15,-0.0024691343307495115,-0.031065721437335013,10000,active_clash,V8_12P5K_better,0,0.0,V8 Full 12.5K minus V7,ring_delta,-0.015263252581159273,paired_comparison,SIGNIFICANT_V8_12P5K_better,11,4
18,0.0,0.0,10000,active_clash,tie,0,0.0,V8 Full 12.5K minus V7,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,18,0
20,0.0076635054444341225,0.0016480497554721297,10000,active_clash,V8_12P5K_worse,10,0.001412192641510046,V8 Full 12.5K minus V7,mean_displacement,0.004421021934649616,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,10
20,0.02200037475908175,0.004113505568675463,10000,active_clash,V8_12P5K_worse,9,-0.0009858113480731845,V8 Full 12.5K minus V7,max_atom_displacement,0.012870304193347693,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,11
20,0.0,0.0,10000,active_clash,tie,0,0.0,V8 Full 12.5K minus V7,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,20,0
20,-3.4364312887191916e-05,-0.0017564292252063751,10000,active_clash,V8_12P5K_better,10,5.960464477539062e-07,V8 Full 12.5K minus V7,rmsd,-0.0008168280124664307,paired_comparison,SIGNIFICANT_V8_12P5K_better,0,10
20,3.4554711374141764e-05,6.009649750851053e-06,10000,active_clash,V8_12P5K_worse,16,2.591255906736478e-06,V8 Full 12.5K minus V7,target_loss,1.778533927705439e-05,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,4
3761,-0.00425418771603297,-0.014091996809359212,10000,ring_risk,V8_12P5K_worse,61,0.0,V8 Full 12.5K minus V7,accepted,-0.00904014889657006,paired_comparison,SIGNIFICANT_V8_12P5K_worse,3673,27
3761,-0.22550368158897688,-0.23449070407606595,10000,ring_risk,V8_12P5K_better,92,-0.22613895684480667,V8 Full 12.5K minus V7,weighted_bac_delta,-0.22997806563455334,paired_comparison,SIGNIFICANT_V8_12P5K_better,0,3669
3761,-0.08719345405923162,-0.09082170064659871,10000,ring_risk,V8_12P5K_better,106,-0.09259259328246117,V8 Full 12.5K minus V7,bond_delta,-0.08901195126226356,paired_comparison,SIGNIFICANT_V8_12P5K_better,253,3402
2502,-0.00638789343506211,-0.007220195101600678,10000,ring_risk,V8_12P5K_better,27,0.0,V8 Full 12.5K minus V7,angle_delta,-0.006803169042701356,paired_comparison,SIGNIFICANT_V8_12P5K_better,1416,1059
2502,-0.00638789343506211,-0.007220195101600678,10000,ring_risk,V8_12P5K_better,27,0.0,V8 Full 12.5K minus V7,active_angle_delta,-0.006803169042701356,paired_comparison,SIGNIFICANT_V8_12P5K_better,1416,1059
15,7.168256609778228e-06,-7.637163162144133e-07,10000,ring_risk,V8_12P5K_worse,13,2.8939175535924733e-06,V8 Full 12.5K minus V7,clash_delta,3.2308897061739115e-06,paired_comparison,NOT_SIGNIFICANT,0,2
3761,-0.04803033135926692,-0.051590826539993806,10000,ring_risk,V8_12P5K_better,49,-0.0476190485060215,V8 Full 12.5K minus V7,ring_delta,-0.04980910151584752,paired_comparison,SIGNIFICANT_V8_12P5K_better,1258,2454
1613,0.0,0.0,10000,ring_risk,tie,0,0.0,V8 Full 12.5K minus V7,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,1613,0
3761,0.0040383282909864215,0.0038752715938537093,10000,ring_risk,V8_12P5K_worse,3699,0.003281038661953062,V8 Full 12.5K minus V7,mean_displacement,0.0039565676585112015,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,62
3761,0.023482837051727913,0.02230087266233394,10000,ring_risk,V8_12P5K_worse,3691,0.016971741628367454,V8 Full 12.5K minus V7,max_atom_displacement,0.022889857049464824,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,70
3761,0.0,0.0,10000,ring_risk,tie,0,0.0,V8 Full 12.5K minus V7,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,3761,0
3761,0.0002280288613759173,0.0001778745157391574,10000,ring_risk,V8_12P5K_worse,2469,0.00015556812286376953,V8 Full 12.5K minus V7,rmsd,0.0002025070886715268,paired_comparison,SIGNIFICANT_V8_12P5K_worse,1,1291
3761,1.284317914956678e-06,3.8480695486180333e-07,10000,ring_risk,V8_12P5K_worse,1529,-4.6255615870904876e-07,V8 Full 12.5K minus V7,target_loss,8.418495947332752e-07,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,2232
7366,-0.004887320119467825,-0.01004615802335053,10000,high_flexibility,V8_12P5K_worse,76,0.0,V8 Full 12.5K minus V7,accepted,-0.007466739071409177,paired_comparison,SIGNIFICANT_V8_12P5K_worse,7269,21
7366,-0.17911521749500334,-0.18407823421860514,10000,high_flexibility,V8_12P5K_better,94,-0.17026505024114158,V8 Full 12.5K minus V7,weighted_bac_delta,-0.18156007918725076,paired_comparison,SIGNIFICANT_V8_12P5K_better,25,7247
7366,-0.0862426394993608,-0.08850706655719814,10000,high_flexibility,V8_12P5K_better,67,-0.0882352963089943,V8 Full 12.5K minus V7,bond_delta,-0.08735863684377948,paired_comparison,SIGNIFICANT_V8_12P5K_better,447,6852
4289,-0.007026525073508649,-0.007604130304534784,10000,high_flexibility,V8_12P5K_better,22,0.0,V8 Full 12.5K minus V7,angle_delta,-0.007313444009552326,paired_comparison,SIGNIFICANT_V8_12P5K_better,2248,2019
4289,-0.007026525073508649,-0.007604130304534784,10000,high_flexibility,V8_12P5K_better,22,0.0,V8 Full 12.5K minus V7,active_angle_delta,-0.007313444009552326,paired_comparison,SIGNIFICANT_V8_12P5K_better,2248,2019
20,5.692011470728173e-06,-3.2220495768342514e-07,10000,high_flexibility,V8_12P5K_worse,18,1.6618487279629335e-06,V8 Full 12.5K minus V7,clash_delta,2.712813511607237e-06,paired_comparison,NOT_SIGNIFICANT,0,2
2622,-0.04835068053696631,-0.05237417805145696,10000,high_flexibility,V8_12P5K_better,30,-0.0476190485060215,V8 Full 12.5K minus V7,ring_delta,-0.050381141115181736,paired_comparison,SIGNIFICANT_V8_12P5K_better,861,1731
2820,0.0,0.0,10000,high_flexibility,tie,0,0.0,V8 Full 12.5K minus V7,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,2820,0
7366,0.003187966217000078,0.0030915918544552356,10000,high_flexibility,V8_12P5K_worse,7266,0.0026209507741441485,V8 Full 12.5K minus V7,mean_displacement,0.003139377090745902,paired_comparison,SIGNIFICANT_V8_12P5K_worse,24,76
7366,0.01936845209987886,0.018593573844002457,10000,high_flexibility,V8_12P5K_worse,7262,0.012870681763160974,V8 Full 12.5K minus V7,max_atom_displacement,0.018979461267357133,paired_comparison,SIGNIFICANT_V8_12P5K_worse,24,80
7366,0.0,0.0,10000,high_flexibility,tie,0,0.0,V8 Full 12.5K minus V7,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,7366,0
7366,0.00015205937539367146,0.00012857431322442402,10000,high_flexibility,V8_12P5K_worse,4772,0.0001220703125,V8 Full 12.5K minus V7,rmsd,0.00014042201675242003,paired_comparison,SIGNIFICANT_V8_12P5K_worse,27,2567
7366,4.696847098901915e-07,1.7330990379935896e-08,10000,high_flexibility,V8_12P5K_worse,3156,-1.880445665847219e-07,V8 Full 12.5K minus V7,target_loss,2.363296550680955e-07,paired_comparison,SIGNIFICANT_V8_12P5K_worse,24,4186
4521,-0.0011059500110595002,-0.0072992700729927005,10000,low_error_minimal_movement,V8_12P5K_worse,35,0.0,V8 Full 12.5K minus V7,accepted,-0.0042026100420261,paired_comparison,SIGNIFICANT_V8_12P5K_worse,4470,16
4521,-0.13855202666689884,-0.14305064634936285,10000,low_error_minimal_movement,V8_12P5K_better,44,-0.13710257806815207,V8 Full 12.5K minus V7,weighted_bac_delta,-0.14078606896461984,paired_comparison,SIGNIFICANT_V8_12P5K_better,43,4434
4521,-0.07635033770819812,-0.07877797038815347,10000,low_error_minimal_movement,V8_12P5K_better,24,-0.07692307978868484,V8 Full 12.5K minus V7,bond_delta,-0.07755886729653398,paired_comparison,SIGNIFICANT_V8_12P5K_better,249,4248
1461,-0.0066842702671985575,-0.007597040167268975,10000,low_error_minimal_movement,V8_12P5K_better,3,0.0,V8 Full 12.5K minus V7,angle_delta,-0.007140611180453003,paired_comparison,SIGNIFICANT_V8_12P5K_better,763,695
1461,-0.0066842702671985575,-0.007597040167268975,10000,low_error_minimal_movement,V8_12P5K_better,3,0.0,V8 Full 12.5K minus V7,active_angle_delta,-0.007140611180453003,paired_comparison,SIGNIFICANT_V8_12P5K_better,763,695
5,4.851393168792129e-06,-3.8059515645727515e-06,10000,low_error_minimal_movement,V8_12P5K_worse,4,2.8939175535924733e-06,V8 Full 12.5K minus V7,clash_delta,1.2040502042509615e-06,paired_comparison,NOT_SIGNIFICANT,0,1
1064,-0.04678095302967306,-0.051634071240966604,10000,low_error_minimal_movement,V8_12P5K_better,6,-0.05000000074505806,V8 Full 12.5K minus V7,ring_delta,-0.04921344673099991,paired_comparison,SIGNIFICANT_V8_12P5K_better,276,782
1377,0.0,0.0,10000,low_error_minimal_movement,tie,0,0.0,V8 Full 12.5K minus V7,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,1377,0
4521,0.0021102657997426693,0.0020322725030155297,10000,low_error_minimal_movement,V8_12P5K_worse,4446,0.0018387038435321301,V8 Full 12.5K minus V7,mean_displacement,0.002071214720986718,paired_comparison,SIGNIFICANT_V8_12P5K_worse,40,35
4521,0.010599758907646542,0.00997225251629184,10000,low_error_minimal_movement,V8_12P5K_worse,4445,0.007423825642035808,V8 Full 12.5K minus V7,max_atom_displacement,0.010286007682743938,paired_comparison,SIGNIFICANT_V8_12P5K_worse,40,36
4521,0.0,0.0,10000,low_error_minimal_movement,tie,0,0.0,V8 Full 12.5K minus V7,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,4521,0
4521,0.00014416431539292964,0.00012039822370540684,10000,low_error_minimal_movement,V8_12P5K_worse,2996,0.00011473894119262695,V8 Full 12.5K minus V7,rmsd,0.000132244126654929,paired_comparison,SIGNIFICANT_V8_12P5K_worse,42,1483
4521,1.8885696655230701e-06,1.41468755495316e-06,10000,low_error_minimal_movement,V8_12P5K_worse,2919,1.345180180578609e-07,V8 Full 12.5K minus V7,target_loss,1.6439036892206838e-06,paired_comparison,SIGNIFICANT_V8_12P5K_worse,40,1562
10000,0.003,-0.0004,10000,natural,V8_12P5K_better,33,0.0,V8 Full 12.5K minus V8 Full 5K,accepted,0.0013,paired_comparison,NOT_SIGNIFICANT,9921,46
10000,-0.016493334697761482,-0.018907609436418348,10000,natural,V8_12P5K_better,2199,-0.0026971795596182346,V8 Full 12.5K minus V8 Full 5K,weighted_bac_delta,-0.017694210011753638,paired_comparison,SIGNIFICANT_V8_12P5K_better,2305,5496
10000,-0.012766214687519243,-0.014077179803808685,10000,natural,V8_12P5K_better,1096,0.0,V8 Full 12.5K minus V8 Full 5K,bond_delta,-0.013422766641248017,paired_comparison,SIGNIFICANT_V8_12P5K_better,4529,4375
5724,-0.001114768096118346,-0.0016067401773798566,10000,natural,V8_12P5K_better,733,0.0,V8 Full 12.5K minus V8 Full 5K,angle_delta,-0.0013593839819736357,paired_comparison,SIGNIFICANT_V8_12P5K_better,3798,1193
5724,-0.001114768096118346,-0.0016067401773798566,10000,natural,V8_12P5K_better,733,0.0,V8 Full 12.5K minus V8 Full 5K,active_angle_delta,-0.0013593839819736357,paired_comparison,SIGNIFICANT_V8_12P5K_better,3798,1193
20,1.2645524520848988e-06,-1.2743210095322864e-06,10000,natural,V8_12P5K_better,5,0.0,V8 Full 12.5K minus V8 Full 5K,clash_delta,-4.192133928881958e-09,paired_comparison,NOT_SIGNIFICANT,9,6
3761,-0.004394104545866653,-0.006884237203120044,10000,natural,V8_12P5K_better,341,0.0,V8 Full 12.5K minus V8 Full 5K,ring_delta,-0.005647344846546856,paired_comparison,SIGNIFICANT_V8_12P5K_better,2781,639
3456,0.0,0.0,10000,natural,tie,0,0.0,V8 Full 12.5K minus V8 Full 5K,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,3456,0
10000,-0.00035130734874961494,-0.0004046585890264396,10000,natural,V8_12P5K_better,2713,-0.00038866244722157717,V8 Full 12.5K minus V8 Full 5K,mean_displacement,-0.0003780798341409536,paired_comparison,SIGNIFICANT_V8_12P5K_better,105,7182
10000,0.0006689029119253974,0.00042496750327991324,10000,natural,V8_12P5K_worse,5313,4.1762832552194595e-06,V8 Full 12.5K minus V8 Full 5K,max_atom_displacement,0.000547849897085689,paired_comparison,SIGNIFICANT_V8_12P5K_worse,121,4566
10000,0.0,0.0,10000,natural,tie,0,0.0,V8 Full 12.5K minus V8 Full 5K,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,10000,0
10000,0.0006244854765711351,0.0006033930326672271,10000,natural,V8_12P5K_worse,9265,0.0005571842193603516,V8 Full 12.5K minus V8 Full 5K,rmsd,0.0006137228946201503,paired_comparison,SIGNIFICANT_V8_12P5K_worse,105,630
10000,1.212169084384484e-08,-3.457973521717594e-07,10000,natural,V8_12P5K_better,3453,-1.9681334606502787e-07,V8 Full 12.5K minus V8 Full 5K,target_loss,-1.4907517599134224e-07,paired_comparison,NOT_SIGNIFICANT,105,6442
5724,0.003843466107617051,-0.001222921034241789,10000,active_angle,V8_12P5K_better,24,0.0,V8 Full 12.5K minus V8 Full 5K,accepted,0.001397624039133473,paired_comparison,NOT_SIGNIFICANT,5668,32
5724,-0.01791831266161416,-0.021558821458133724,10000,active_angle,V8_12P5K_better,1723,-0.012216298840030504,V8 Full 12.5K minus V8 Full 5K,weighted_bac_delta,-0.019730171245303692,paired_comparison,SIGNIFICANT_V8_12P5K_better,334,3667
5724,-0.013475032204747134,-0.01537155338921301,10000,active_angle,V8_12P5K_better,794,0.0,V8 Full 12.5K minus V8 Full 5K,bond_delta,-0.014417166348675606,paired_comparison,SIGNIFICANT_V8_12P5K_better,2234,2696
5724,-0.001114768096118346,-0.0016067401773798566,10000,active_angle,V8_12P5K_better,733,0.0,V8 Full 12.5K minus V8 Full 5K,angle_delta,-0.0013593839819736357,paired_comparison,SIGNIFICANT_V8_12P5K_better,3798,1193
5724,-0.001114768096118346,-0.0016067401773798566,10000,active_angle,V8_12P5K_better,733,0.0,V8 Full 12.5K minus V8 Full 5K,active_angle_delta,-0.0013593839819736357,paired_comparison,SIGNIFICANT_V8_12P5K_better,3798,1193
17,1.5400967319745925e-06,-1.4063029886849964e-06,10000,active_angle,V8_12P5K_worse,5,0.0,V8 Full 12.5K minus V8 Full 5K,clash_delta,8.127084155977868e-08,paired_comparison,NOT_SIGNIFICANT,7,5
2502,-0.002817325964443487,-0.0059090718980595695,10000,active_angle,V8_12P5K_better,241,0.0,V8 Full 12.5K minus V8 Full 5K,ring_delta,-0.004348508955584728,paired_comparison,SIGNIFICANT_V8_12P5K_better,1859,402
2241,0.0,0.0,10000,active_angle,tie,0,0.0,V8 Full 12.5K minus V8 Full 5K,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,2241,0
5724,-0.00021327852594041826,-0.00029941616403124144,10000,active_angle,V8_12P5K_better,1896,-0.0002715510781854391,V8 Full 12.5K minus V8 Full 5K,mean_displacement,-0.00025585678291739243,paired_comparison,SIGNIFICANT_V8_12P5K_better,60,3768
5724,0.0010317579903467385,0.0006233833764241363,10000,active_angle,V8_12P5K_worse,3233,5.045207217335701e-05,V8 Full 12.5K minus V8 Full 5K,max_atom_displacement,0.0008257832978529938,paired_comparison,SIGNIFICANT_V8_12P5K_worse,73,2418
5724,0.0,0.0,10000,active_angle,tie,0,0.0,V8 Full 12.5K minus V8 Full 5K,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,5724,0
5724,0.0006299618703679582,0.0005992174125008043,10000,active_angle,V8_12P5K_worse,5259,0.0005467832088470459,V8 Full 12.5K minus V8 Full 5K,rmsd,0.0006142904274855499,paired_comparison,SIGNIFICANT_V8_12P5K_worse,60,405
5724,2.4600025432484346e-07,-3.6924078147487496e-07,10000,active_angle,V8_12P5K_better,2350,-1.2417498851391429e-07,V8 Full 12.5K minus V8 Full 5K,target_loss,-3.381568562676583e-08,paired_comparison,NOT_SIGNIFICANT,60,3314
20,0.15,-0.15,10000,active_clash,tie,1,0.0,V8 Full 12.5K minus V8 Full 5K,accepted,0.0,paired_comparison,NOT_SIGNIFICANT,18,1
20,0.011298983053579818,-0.05193711806816509,10000,active_clash,V8_12P5K_better,3,0.0,V8 Full 12.5K minus V8 Full 5K,weighted_bac_delta,-0.019094634684824995,paired_comparison,NOT_SIGNIFICANT,9,8
20,-0.0003307783138007022,-0.02163544782437384,10000,active_clash,V8_12P5K_better,1,0.0,V8 Full 12.5K minus V8 Full 5K,bond_delta,-0.011260978318750859,paired_comparison,SIGNIFICANT_V8_12P5K_better,11,8
17,0.00145454441799837,-0.0019138710682882981,10000,active_clash,V8_12P5K_better,3,0.0,V8 Full 12.5K minus V8 Full 5K,angle_delta,-0.00015171228305381888,paired_comparison,NOT_SIGNIFICANT,12,2
17,0.00145454441799837,-0.0019138710682882981,10000,active_clash,V8_12P5K_better,3,0.0,V8 Full 12.5K minus V8 Full 5K,active_angle_delta,-0.00015171228305381888,paired_comparison,NOT_SIGNIFICANT,12,2
20,1.2645524520848988e-06,-1.2743210095322864e-06,10000,active_clash,V8_12P5K_better,5,0.0,V8 Full 12.5K minus V8 Full 5K,clash_delta,-4.192133928881958e-09,paired_comparison,NOT_SIGNIFICANT,9,6
15,-0.0006499634931485386,-0.031065721437335013,10000,active_clash,V8_12P5K_better,1,0.0,V8 Full 12.5K minus V8 Full 5K,ring_delta,-0.014609657724698384,paired_comparison,SIGNIFICANT_V8_12P5K_better,9,5
18,0.0,0.0,10000,active_clash,tie,0,0.0,V8 Full 12.5K minus V8 Full 5K,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,18,0
20,0.0030328400284633968,-0.003419066611677408,10000,active_clash,V8_12P5K_better,6,0.0,V8 Full 12.5K minus V8 Full 5K,mean_displacement,-7.675593951717019e-05,paired_comparison,NOT_SIGNIFICANT,9,5
20,0.00969151051249355,-0.008086817963048816,10000,active_clash,V8_12P5K_worse,8,0.0,V8 Full 12.5K minus V8 Full 5K,max_atom_displacement,0.0007309617474675178,paired_comparison,NOT_SIGNIFICANT,9,3
20,0.0,0.0,10000,active_clash,tie,0,0.0,V8 Full 12.5K minus V8 Full 5K,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,20,0
20,0.0005652821063995361,-0.0012718303501605987,10000,active_clash,V8_12P5K_better,6,0.0,V8 Full 12.5K minus V8 Full 5K,rmsd,-0.0002754628658294678,paired_comparison,NOT_SIGNIFICANT,9,5
20,1.363077944233737e-05,-7.072042135462198e-05,10000,active_clash,V8_12P5K_better,6,0.0,V8 Full 12.5K minus V8 Full 5K,target_loss,-1.9431644818723726e-05,paired_comparison,NOT_SIGNIFICANT,9,5
3761,0.0050518479127891515,-0.0018612071257644244,10000,ring_risk,V8_12P5K_better,18,0.0,V8 Full 12.5K minus V8 Full 5K,accepted,0.0015953203935123637,paired_comparison,NOT_SIGNIFICANT,3719,24
3761,-0.02190436514228315,-0.02737689175425754,10000,ring_risk,V8_12P5K_better,1001,-0.01322183758020401,V8 Full 12.5K minus V8 Full 5K,weighted_bac_delta,-0.02469410082474973,paired_comparison,SIGNIFICANT_V8_12P5K_better,480,2280
3761,-0.015122883450088845,-0.017600315359436677,10000,ring_risk,V8_12P5K_better,517,-0.01075268816202879,V8 Full 12.5K minus V8 Full 5K,bond_delta,-0.016375107567869297,paired_comparison,SIGNIFICANT_V8_12P5K_better,1360,1884
2502,-0.0003112253064824214,-0.0010454225647261368,10000,ring_risk,V8_12P5K_better,365,0.0,V8 Full 12.5K minus V8 Full 5K,angle_delta,-0.0006876391452475847,paired_comparison,SIGNIFICANT_V8_12P5K_better,1654,483
2502,-0.0003112253064824214,-0.0010454225647261368,10000,ring_risk,V8_12P5K_better,365,0.0,V8 Full 12.5K minus V8 Full 5K,active_angle_delta,-0.0006876391452475847,paired_comparison,SIGNIFICANT_V8_12P5K_better,1654,483
15,1.7716887729572271e-06,-1.5307775962961992e-06,10000,ring_risk,V8_12P5K_worse,5,0.0,V8 Full 12.5K minus V8 Full 5K,clash_delta,9.210695376774917e-08,paired_comparison,NOT_SIGNIFICANT,5,5
3761,-0.004394104545866653,-0.006884237203120044,10000,ring_risk,V8_12P5K_better,341,0.0,V8 Full 12.5K minus V8 Full 5K,ring_delta,-0.005647344846546856,paired_comparison,SIGNIFICANT_V8_12P5K_better,2781,639
1613,0.0,0.0,10000,ring_risk,tie,0,0.0,V8 Full 12.5K minus V8 Full 5K,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,1613,0
3761,-0.0003633997634225052,-0.0004816358870265107,10000,ring_risk,V8_12P5K_better,1038,-0.00044049829011783004,V8 Full 12.5K minus V8 Full 5K,mean_displacement,-0.0004213541299854998,paired_comparison,SIGNIFICANT_V8_12P5K_better,43,2680
3761,0.0009360375370540512,0.0004078749362591652,10000,ring_risk,V8_12P5K_worse,1954,4.0978193283081055e-08,V8 Full 12.5K minus V8 Full 5K,max_atom_displacement,0.0006735628847851438,paired_comparison,SIGNIFICANT_V8_12P5K_worse,54,1753
3761,0.0,0.0,10000,ring_risk,tie,0,0.0,V8 Full 12.5K minus V8 Full 5K,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,3761,0
3761,0.0007795340070605964,0.0007342995517228241,10000,ring_risk,V8_12P5K_worse,3478,0.0006990432739257812,V8 Full 12.5K minus V8 Full 5K,rmsd,0.0007563856465267045,paired_comparison,SIGNIFICANT_V8_12P5K_worse,43,240
3761,7.444687406549003e-08,-8.279543438632493e-07,10000,ring_risk,V8_12P5K_better,1319,-3.063496478716843e-07,V8 Full 12.5K minus V8 Full 5K,target_loss,-3.1745270468260854e-07,paired_comparison,NOT_SIGNIFICANT,43,2399
7366,0.0028509367363562313,-0.0012218300298669563,10000,high_flexibility,V8_12P5K_better,26,0.0,V8 Full 12.5K minus V8 Full 5K,accepted,0.0008145533532446375,paired_comparison,NOT_SIGNIFICANT,7308,32
7366,-0.01670034376975745,-0.01940151505999041,10000,high_flexibility,V8_12P5K_better,1552,-0.008505256791998761,V8 Full 12.5K minus V8 Full 5K,weighted_bac_delta,-0.018058165503971,paired_comparison,SIGNIFICANT_V8_12P5K_better,1604,4210
7366,-0.013105449703180146,-0.014591293959431942,10000,high_flexibility,V8_12P5K_better,786,0.0,V8 Full 12.5K minus V8 Full 5K,bond_delta,-0.013854559406890005,paired_comparison,SIGNIFICANT_V8_12P5K_better,3168,3412
4289,-0.0010879575351888727,-0.0016034083538396663,10000,high_flexibility,V8_12P5K_better,571,0.0,V8 Full 12.5K minus V8 Full 5K,angle_delta,-0.0013454891219048977,paired_comparison,SIGNIFICANT_V8_12P5K_better,2789,929
4289,-0.0010879575351888727,-0.0016034083538396663,10000,high_flexibility,V8_12P5K_better,571,0.0,V8 Full 12.5K minus V8 Full 5K,active_angle_delta,-0.0013454891219048977,paired_comparison,SIGNIFICANT_V8_12P5K_better,2789,929
20,1.2645524520848988e-06,-1.2743210095322864e-06,10000,high_flexibility,V8_12P5K_better,5,0.0,V8 Full 12.5K minus V8 Full 5K,clash_delta,-4.192133928881958e-09,paired_comparison,NOT_SIGNIFICANT,9,6
2622,-0.004764767450317428,-0.007586555568232115,10000,high_flexibility,V8_12P5K_better,236,0.0,V8 Full 12.5K minus V8 Full 5K,ring_delta,-0.006192872478341801,paired_comparison,SIGNIFICANT_V8_12P5K_better,1922,464
