molecule_id,sample_id,method,source_type,rotatable_bond_count,has_ring,bond_violation,angle_violation,torsion_circular_error,ring_invalidity,clash_score,severe_clash,chirality_error,chirality_preserved,aligned_RMSD,MMFF_coverage,force_field_method,relaxation_energy_drop,relaxation_RMSD,optimization_success,ms_per_conformer,subsets
Brc1cccc(OCCSc2ncccn2)c1,val::Brc1cccc(OCCSc2ncccn2)c1__gen0001,MMFF_50step,upstream_etflow_formal,5,True,0.0,0.0,0.0,0.0,0.0,False,0.0,True,0.498459130525589,True,MMFF94s,4.261309241773784,0.10277028381824493,False,6.158500007586554,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(OCCSc2ncccn2)c1,val::Brc1cccc(OCCSc2ncccn2)c1__gen0000,upstream,upstream_etflow_formal,5,True,0.011448391713202,0.019619761034846306,0.09894801676273346,0.01563660241663456,0.0,False,0.0,True,1.1979016065597534,True,MMFF94s,6.007070930546936,0.0497652105987072,False,0.0,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(OCCSc2ncccn2)c1,val::Brc1cccc(OCCSc2ncccn2)c1__gen0000,ECIR_4step_teacher,upstream_etflow_formal,5,True,0.01028362661600113,0.020682690665125847,0.1006135493516922,0.012436498887836933,0.0,False,0.0,True,1.2001241445541382,True,MMFF94s,5.161132850708661,0.04996046796441078,False,74.17520000308286,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(OCCSc2ncccn2)c1,val::Brc1cccc(OCCSc2ncccn2)c1__gen0000,MMFF_10step,upstream_etflow_formal,5,True,0.0022286546882241964,0.00583058875054121,0.07464691996574402,0.0022944211959838867,0.0,False,0.0,True,1.2069376707077026,True,MMFF94s,6.007070930546936,0.0497652105987072,False,3.819699995801784,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(OCCSc2ncccn2)c1,val::Brc1cccc(OCCSc2ncccn2)c1__gen0000,MMFF_50step,upstream_etflow_formal,5,True,0.0,0.0,0.0,0.0,0.0,False,0.0,True,1.2273441553115845,True,MMFF94s,7.244895912199327,0.1811690628528595,False,6.3929000025382265,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
c1c2c(cc3sc(N4CCOCC4)nc13)OCO2,val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0000,upstream,upstream_etflow_formal,1,True,0.016385097056627274,0.031482402235269547,0.09484505653381348,0.02087157964706421,0.0,False,0.0,True,1.0991544723510742,True,MMFF94s,12.552235963376347,0.053999122232198715,False,0.0,all;rotatable_le_2;ring;source_upstream_etflow_formal;MMFF_supported
c1c2c(cc3sc(N4CCOCC4)nc13)OCO2,val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0000,ECIR_4step_teacher,upstream_etflow_formal,1,True,0.012080944143235683,0.028565362095832825,0.08702540397644043,0.014823424629867077,0.0,False,0.0,True,1.0988181829452515,True,MMFF94s,9.373869119586502,0.05588854104280472,False,80.74999999371357,all;rotatable_le_2;ring;source_upstream_etflow_formal;MMFF_supported
c1c2c(cc3sc(N4CCOCC4)nc13)OCO2,val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0000,MMFF_10step,upstream_etflow_formal,1,True,0.004486629273742437,0.00827465858310461,0.03992271050810814,0.005307698156684637,0.0,False,0.0,True,1.091453194618225,True,MMFF94s,12.552235963376347,0.053999122232198715,False,4.065100001753308,all;rotatable_le_2;ring;source_upstream_etflow_formal;MMFF_supported
c1c2c(cc3sc(N4CCOCC4)nc13)OCO2,val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0000,MMFF_50step,upstream_etflow_formal,1,True,0.0,0.0,0.0,0.0,0.0,False,0.0,True,1.0587166547775269,True,MMFF94s,15.17487507034096,0.1533624827861786,False,7.783099994412623,all;rotatable_le_2;ring;source_upstream_etflow_formal;MMFF_supported
c1c2c(cc3sc(N4CCOCC4)nc13)OCO2,val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0001,upstream,upstream_etflow_formal,1,True,0.013972322456538677,0.02697427198290825,0.09580400586128235,0.016597282141447067,0.0,False,0.0,True,1.4718959331512451,True,MMFF94s,10.419568408499778,0.05736655741930008,False,0.0,all;rotatable_le_2;ring;source_upstream_etflow_formal;MMFF_supported
