record_id,molecule_id,seed,tau,source_rmsd_raw,max_atom_displacement,finite,w_B,w_A,reference_rmsd_angstrom,source_rmsd_angstrom,proposal_v3d,raw_v3d,proposal_pb,sanitization,all_atoms_connected,raw_pb,proposal_xtb_hartree,raw_xtb_hartree,delta_e_kcal_mol,matched_success,num_atoms,seed_concentration,topology_validity,raw_displacement_rms,kabsch_source_rmsd
ditmc-test-small:s00001:r000320:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,339.955322265625,339.955322265625,1196.459472820393,True,0.48291489481925964,0.517085075378418,372.86626344651467,339.955322265625,False,False,False,True,False,False,,,,False,41,True,False,339.955322265625,339.955322265625
ditmc-test-small:s00001:r001082:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,339.12847900390625,339.12847900390625,1235.7236126449152,True,0.48291489481925964,0.517085075378418,370.97055347714945,339.12847900390625,False,False,False,True,False,False,,,,False,41,True,False,339.12847900390625,339.12847900390625
ditmc-test-small:s00000:r002738:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,338.7203369140625,338.7203369140625,1192.3263416219206,True,0.48291489481925964,0.517085075378418,376.22920090704207,338.7203369140625,False,False,False,True,False,False,,,,False,41,True,False,338.7203369140625,338.7203369140625
ditmc-test-small:s00001:r000367:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,335.503173828125,335.50317382812494,1152.2657263256044,True,0.48291489481925964,0.517085075378418,371.6466765999754,335.50317382812494,False,False,False,True,False,False,,,,False,41,True,False,335.50317382812494,335.50317382812494
ditmc-test-small:s00000:r000799:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,334.15325927734375,334.15325927734375,1144.9549321551933,True,0.48291489481925964,0.517085075378418,366.3828346135095,334.15325927734375,False,False,False,True,False,False,,,,False,41,True,False,334.15325927734375,334.15325927734375
ditmc-test-small:s00000:r000175:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,333.47442626953125,333.47442626953125,1233.0268190170725,True,0.48291489481925964,0.517085075378418,363.6750942502775,333.47442626953125,False,False,False,True,False,False,,,,False,41,True,False,333.47442626953125,333.47442626953125
ditmc-test-small:s00000:r002000:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,328.85015869140625,328.85015869140625,1137.1254455747335,True,0.48291489481925964,0.517085075378418,359.92087299333167,328.85015869140625,False,False,False,True,False,False,,,,False,41,True,False,328.85015869140625,328.85015869140625
ditmc-test-small:s00001:r001328:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,326.5738525390625,326.5738525390625,1164.9982466326894,True,0.48291489481925964,0.517085075378418,358.93866805781784,326.5738525390625,False,False,False,True,False,False,,,,False,41,True,False,326.5738525390625,326.5738525390625
ditmc-test-small:s00000:r002000:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,325.74481201171875,325.74481201171875,1130.4513248406813,True,0.48291489481925964,0.517085075378418,350.2472774599337,325.74481201171875,False,False,False,True,False,False,,-51.66682941259,,False,41,True,False,325.74481201171875,325.74481201171875
ditmc-test-small:s00000:r000175:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,323.40704345703125,323.40704345703125,1110.4425007034415,True,0.48291489481925964,0.517085075378418,351.5812561343505,323.40704345703125,False,False,False,True,False,False,,,,False,41,True,False,323.40704345703125,323.40704345703125
ditmc-test-small:s00001:r000367:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,321.83355712890625,321.83355712890625,1148.473865708147,True,0.48291489481925964,0.517085075378418,359.82028507759054,321.83355712890625,False,False,False,True,False,False,,-56.991500152581,,False,41,True,False,321.83355712890625,321.83355712890625
ditmc-test-small:s00000:r003297:repeat0,ditmc-mol:e1d833f7cb6854641844d0f4,307,315.75543212890625,315.75543212890625,1472.983191617212,True,0.48099106550216675,0.5190088748931885,406.90063644137433,315.75543212890625,False,False,False,True,False,False,,-28.165282585755,,False,43,True,False,315.75543212890625,315.75543212890625
ditmc-test-small:s00000:r001657:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,311.7315673828125,311.7315673828125,1074.973467302062,True,0.48291489481925964,0.517085075378418,338.2020404528681,311.7315673828125,False,False,False,True,False,False,,,,False,41,True,False,311.7315673828125,311.7315673828125
ditmc-test-small:s00000:r002738:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,309.56536865234375,309.56536865234375,1051.7100978135197,True,0.48291489481925964,0.517085075378418,341.9406906563784,309.56536865234375,False,False,False,True,False,False,,,,False,41,True,False,309.56536865234375,309.56536865234375
ditmc-test-small:s00000:r002795:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,302.8745422363281,302.8745422363281,1064.8300542607626,True,0.48291489481925964,0.517085075378418,326.2615297188518,302.8745422363281,False,False,False,True,False,False,,,,False,41,True,False,302.8745422363281,302.8745422363281
ditmc-test-small:s00001:r000737:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,294.0035705566406,294.0035705566406,1030.7919452186347,True,0.48291489481925964,0.517085075378418,313.2505420395977,294.0035705566406,False,False,False,True,False,False,,,,False,41,True,False,294.0035705566406,294.0035705566406
ditmc-test-small:s00000:r002370:repeat1,ditmc-mol:e1d833f7cb6854641844d0f4,307,290.8049621582031,290.8049621582031,1272.977781815737,True,0.48099106550216675,0.5190088748931885,375.27607468959746,290.8049621582031,False,False,False,True,False,False,,,,False,43,True,False,290.8049621582031,290.8049621582031
ditmc-test-small:s00000:r002235:repeat0,ditmc-mol:e1d833f7cb6854641844d0f4,307,289.28643798828125,289.28643798828125,1260.8760002405775,True,0.48099106550216675,0.5190088748931885,374.2323431880381,289.28643798828125,False,False,False,True,False,False,,-0.941361748096,,False,43,True,False,289.28643798828125,289.28643798828125
ditmc-test-small:s00000:r002925:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,289.2626953125,289.2626953125,946.1122279689657,True,0.48291489481925964,0.517085075378418,315.6222888223325,289.2626953125,False,False,False,True,False,False,,,,False,41,True,False,289.2626953125,289.2626953125
ditmc-test-small:s00000:r000409:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,307,288.8782958984375,288.8782958984375,965.6101862761363,True,0.48291489481925964,0.517085075378418,317.3398396628271,288.8782958984375,False,False,False,True,False,False,,-43.975791505624,,False,41,True,False,288.8782958984375,288.8782958984375
ditmc-test-small:s00001:r000502:repeat0,ditmc-mol:e1d833f7cb6854641844d0f4,307,286.2896728515625,286.2896728515625,1233.7614195327017,True,0.48099106550216675,0.5190088748931885,366.76426811695035,286.2896728515625,False,False,False,True,False,False,,,,False,43,True,False,286.2896728515625,286.2896728515625
ditmc-test-small:s00000:r003173:repeat1,ditmc-mol:e1d833f7cb6854641844d0f4,307,285.6689758300781,285.6689758300781,1181.3967088046636,True,0.48099106550216675,0.5190088748931885,369.5571318585956,285.6689758300781,False,False,False,True,False,False,,,,False,43,True,False,285.6689758300781,285.6689758300781
